venueIndex,VenueId,Latitude,Longitude,L1_category,visitedNum,categoryId
1041,4d5ef64f865a224bc4b69885,33.542149,-112.089368,Residence,0,7
1042,4d61be4b5b276dcbf65227c6,33.488628,-111.96035,Food,0,3
1043,4d6296d9338bb60c1aee40bd,33.495533,-111.979809,College & University,0,1
1044,4d62ccea1ee8721e8f0cc521,33.514653,-112.065522,Residence,41,7
1045,4d67bb4fc406f04d82ccf14c,33.451637,-111.987254,Travel & Transport,4,9
1046,4d69868882cba093f6f1dbd8,33.431684,-111.947006,Outdoors & Recreation,0,5
1047,4d7069d195acb1f7e90606b9,33.44481,-111.987743,Travel & Transport,82,9
1048,4d71daddbce5721e7980c515,33.501901,-112.028784,Nightlife Spot,0,4
1049,4d745c5f1a8aa35d955b0fa7,33.436921,-111.999092,Travel & Transport,17,9
1050,4d77e8a30bae236a4ad27014,33.479989,-112.07562,Professional & Other Places,1,6
1051,4d79495a9f6b721ef46095c0,33.437098,-112.059335,Food,0,3
1052,4d79c272f29ab60c2311f20a,33.501775,-112.077445,Residence,389,7
1053,4d7d4425d1c28eec5ac71a74,33.624393,-112.030699,Shop & Service,0,8
1054,4d7e10a83633a093f59c779d,33.466866,-112.286322,Nightlife Spot,0,4
1055,4d7e61d64219a1cdced261d3,33.480253,-112.023223,Professional & Other Places,0,6
1056,4d7fcbf23633a093baf2969d,33.456502,-112.273548,Food,1,3
1057,4d84196f61676dcb88626be4,33.436297,-112.000983,Travel & Transport,130,9
1058,4d882d4455a5ba7a182a6c57,33.597124,-112.152962,Outdoors & Recreation,0,5
1059,4d8aa0a999c2a1cd6e7795d7,33.473608,-111.985628,Shop & Service,0,8
1060,4d8c2884257d60fc19d1eeea,33.654209,-112.133989,Shop & Service,0,8
1061,4d8d1c7b788c5481c5c519fd,33.403201,-111.966039,Professional & Other Places,0,6
1062,4d8eb547c1b1721ebb7e3746,33.509012,-112.083375,Food,1,3
1063,4d90b5601d06b1f7855e7a3b,33.436299,-111.999556,Travel & Transport,9,9
1064,4d966c77e07ea35d91fdbf02,33.598625,-111.990852,Shop & Service,2,8
1065,4d99fff2daec224b54636c3e,33.517325,-111.993982,Residence,0,7
1066,4d9a153f9079b1f767ee500a,33.496091,-112.166816,Shop & Service,0,8
1067,4d9a909eb4fa3704141a890d,33.436651,-111.999259,Travel & Transport,5,9
1068,4d9b4a6073df8cfa1e63f3ec,33.657974,-112.195844,Professional & Other Places,0,6
1069,4d9e33c20efda0934b2cac28,33.522971,-112.049389,Nightlife Spot,0,4
1070,4d9f094f7f1b721e566f940f,33.43527,-111.983179,Travel & Transport,3,9
1071,4da01c5f3edff04dc5c73999,33.464495,-111.986608,Travel & Transport,0,9
1072,4da744718154fe28a8e3166b,33.4944,-111.974905,Residence,0,7
1073,4dace94f43a17e90f8eb1650,33.509462,-112.271961,Food,0,3
1074,4dae37a35da3cca6f0a5449d,33.50949,-112.073693,Professional & Other Places,16,6
1075,4dae52995da3cca6f0a76231,33.521805,-112.064305,Shop & Service,0,8
1076,4dafa9eb93a037b7b074b6b4,33.513624,-112.073389,Food,0,3
1077,4db0eafa1e729fcc5648df51,33.629469,-112.040017,Arts & Entertainment,0,0
1078,4db235964df0b371d10bd2a0,33.513535,-112.073379,Food,0,3
1079,4db305f5fa8c350240c353b6,33.436558,-112.008854,Travel & Transport,0,9
1080,4db3141793a017099dbb893b,33.625523,-112.140911,Shop & Service,1,8
1081,4db3ac940437fa536a1b58d8,33.494899,-112.059418,Nightlife Spot,2,4
1082,4db61e645da3a76f446076d3,33.461819,-112.005905,Residence,0,7
1083,4db62bf593a017099dfbc1eb,33.43655,-111.997583,Shop & Service,102,8
1084,4db84c78cda1051541254c72,33.447938,-112.074065,Arts & Entertainment,0,0
1085,4db862f4ced722c9a38ff558,33.570258,-112.192066,College & University,8,1
1086,4db870aeced7cef042e0acc8,33.572074,-112.187635,College & University,11,1
1087,4db87371ced7cef042e0b76d,33.570001,-112.192555,College & University,6,1
1088,4db9253df7b1b4c54f4af583,33.457801,-111.970135,Residence,0,7
1089,4dba1044f7b144688ff1319c,33.436135,-111.999335,Travel & Transport,95,9
1090,4dbb30121e72b351ca92d761,33.50984,-112.17293,Professional & Other Places,23,6
1091,4dbb36355da3ff58ec2bdc18,33.358277,-112.160906,Residence,0,7
1092,4dbc16570cb691071c993e8c,33.441181,-111.958889,Professional & Other Places,0,6
1093,4dbcd5a493a08f9274c92550,33.447962,-112.073995,Nightlife Spot,0,4
1094,4dc08b0d6e8124d25dcfe54e,33.458465,-112.190372,Food,0,3
1095,4dc0bd00d22da0153340459a,33.585609,-112.066095,Outdoors & Recreation,0,5
1096,4dc174501838710f437dbcba,33.510652,-112.027513,Drink,3,2
1097,4dc2dc5852b1c1fb37f2d933,33.553648,-112.104473,Shop & Service,0,8
1098,4dc40f372271f270510933b8,33.433626,-111.999478,Travel & Transport,0,9
1099,4dc5e2f6b0fb5556ccfd730c,33.510281,-112.028433,Food,2,3
1100,4dc8863dc65baa0943513935,33.668675,-112.082863,Travel & Transport,0,9
1101,4dcb2da652b17cba4fa32310,33.477729,-112.260613,Professional & Other Places,0,6
1102,4dd26e3e227159fef24a43e2,33.435288,-111.98531,Travel & Transport,2,9
1103,4dd46fec7d8b194450c36710,33.668946,-112.065525,Travel & Transport,1,9
1104,4dd48f1d52b18e28aa18a72f,33.534357,-112.244363,Residence,0,7
1105,4dd4b7b1d4c0e6b33e42e012,33.58409,-111.971806,Nightlife Spot,0,4
1106,4dd9c8801838b8561d221c6a,33.480774,-112.006931,Food,0,3
1107,4ddadc82d16419ce672c3156,33.501003,-112.029574,Professional & Other Places,0,6
1108,4ddc049ab0fba481fc787174,33.612748,-112.185036,Food,1,3
1109,4ddeff8a45dd95acd4e6098c,33.449121,-112.070048,Arts & Entertainment,0,0
1110,4ddf0eca1f6ed1828c4c90c1,33.609956,-112.125137,Residence,0,7
1111,4ddffffcd22d2a79556317d4,33.513974,-112.081879,Professional & Other Places,0,6
1112,4de2e2d2d164df857506c2b6,33.635469,-112.069699,Outdoors & Recreation,1,5
1113,4de53aa9e4cd056f748570d9,33.394435,-111.961882,Food,7,3
1114,4dea810152b11677f03da4b3,33.522675,-112.04856,Outdoors & Recreation,0,5
1115,4deeab25b0fbe76bc3b1e41a,33.501087,-111.993018,Food,0,3
1116,4df0b3a8fa76042fed6f4b0b,33.447552,-112.072593,Nightlife Spot,5,4
1117,4df0f11ed16486e86e526d05,33.430522,-112.045631,Professional & Other Places,0,6
1118,4df2f3baa809141629a10627,33.598642,-111.980466,Travel & Transport,28,9
1119,4df32c1dae609e69dd98bd0a,33.668211,-112.195108,Outdoors & Recreation,0,5
1120,4df41520ae609e69dd9c2638,33.461909,-112.109643,Travel & Transport,6,9
1121,4df63933c65bf55ee534950d,33.611876,-112.102854,Residence,0,7
1122,4df68ff6d4c070d4df0e1a14,33.452763,-112.068779,Food,0,3
1123,4df7c1342271d8baf9c4de8d,33.44932,-112.07517,Food,0,3
1124,4df969e2d22d964c6b9a1f38,33.456845,-111.967215,Residence,0,7
1125,4df985b5fa7667368a6c2f52,33.538781,-112.198079,Shop & Service,1,8
1126,4dfa37a8fa7667368a6e1fac,33.465494,-112.277398,Food,0,3
1127,4dfcfa8cd22d879302f740c8,33.492282,-112.062375,Shop & Service,7,8
1128,4dfe3f79183806202654a639,33.55249,-112.099123,Food,0,3
1129,4e016327ae609fa8ede283ea,33.474393,-112.06492,Food,13,3
1130,4e037dfa45ddd36826998ce3,33.466743,-112.007218,Residence,0,7
1131,4e15c49ae4cded56112b0537,33.436243,-112.000616,Travel & Transport,36,9
1132,4e160c23c65b14b6ca395a4c,33.479507,-112.263826,Travel & Transport,0,9
1133,4e17156852b1091958eb8c6f,33.684691,-112.094237,Professional & Other Places,2,6
1134,4e174cf07d8b8af913821f07,33.620373,-112.118053,Residence,35,7
1135,4e1b09e088770d5776e30a02,33.436044,-112.017412,Professional & Other Places,0,6
1136,4e1b0bb1149507b8ad739064,33.510285,-112.128767,College & University,0,1
1137,4e1bbf38d4c0462507633836,33.448188,-112.066765,Professional & Other Places,19,6
1138,4e1de966ae60cec370e587b2,33.508711,-112.040945,Shop & Service,2,8
1139,4e24072181dc35f05c545d18,33.478064,-111.986244,Food,0,3
1140,4e2666998877d0ffee80b7ef,33.447844,-111.988,Travel & Transport,187,9
1141,4e27790db61c9d28cbeb5500,33.394533,-111.959774,Professional & Other Places,41,6
1142,4e28b64dfa762797e5a0776c,33.430132,-112.232441,Residence,19,7
1143,4e2daac9fa76bbf847f0011c,33.447321,-112.036968,Travel & Transport,35,9
1144,4e2f433ac65b80dfd83f5975,33.437116,-111.996808,Travel & Transport,5,9
1145,4e2f6eddae60231c032d981f,33.472105,-112.064886,Food,0,3
1146,4e36b70b8877beb5e9b87764,33.490099,-112.258285,Professional & Other Places,58,6
1147,4e374912483bda3eb11006e7,33.611141,-112.120733,Food,2,3
1148,4e385a88149579ccbaf7217e,33.430132,-112.232441,Residence,18,7
1149,4e3a4cdf1850f0453401b5fd,33.451797,-112.076654,Arts & Entertainment,0,0
1150,4e3d94b5d4c058f9dc074d09,33.598518,-111.978224,Food,0,3
1151,4e3f5fe652b1a04aff31f558,33.49543,-112.019881,Food,0,3
1152,4e3ffaa58877b00cfc6757e7,33.479328,-112.06981,Professional & Other Places,8,6
1153,4e4447947d8bee28239b5c9b,33.432379,-111.948997,Outdoors & Recreation,0,5
1154,4e45b4627d8b91a065855eb5,33.578694,-112.118306,Food,3,3
1155,4e489463483b03d090fcd5fa,33.659204,-112.089368,Residence,0,7
1156,4e4b3e2d18a808fd10fbaa0b,33.55274,-112.065635,Outdoors & Recreation,1,5
1157,4e4c3de9d164e69742c94916,33.543236,-112.047897,Professional & Other Places,3,6
1158,4e4caa486284776ee125cf0e,33.661436,-112.077445,Residence,0,7
1159,4e559d4fe4cd779e8338d337,33.455487,-111.965726,Professional & Other Places,18,6
1160,4e570336fa7624d9bbab93a9,33.5814,-112.118829,Food,3,3
1161,4e5b66b7483b865169f7900e,33.457801,-111.970135,Residence,10,7
1162,4e5c0a7088775cde7b3f98df,33.553224,-112.269237,Professional & Other Places,0,6
1163,4e5da1c32271162c8fd0e46f,33.455619,-111.965716,Outdoors & Recreation,3,5
1164,4e5f99148877f0d84af5212e,33.441875,-111.954587,Professional & Other Places,0,6
1165,4e6368bcb61cd78088f7b1d5,33.476014,-112.101291,Residence,0,7
1166,4e638dccd4c06542ab6b78b6,33.5191,-112.041675,Residence,0,7
1167,4e653b5bd164ddd5e6f57db4,33.476014,-112.101291,Residence,0,7
1168,4e659602d22d509a3af6a273,33.429967,-111.970592,Professional & Other Places,0,6
1169,4e67ffea7d8b084ac794311f,33.455002,-112.261242,Professional & Other Places,0,6
1170,4e686baa483bc776306af822,33.652501,-112.125137,Residence,0,7
1171,4e6b054e52b1c1206013a90a,33.462623,-112.168354,Professional & Other Places,136,6
1172,4e6bc4edae609509560e72a2,33.538074,-112.063149,Food,0,3
1173,4e6bdf591f6e84ca4c23e5ee,33.422653,-112.220719,Travel & Transport,25,9
1174,4e6f8bdda809952e23e9c3cf,33.48092,-112.017829,Residence,0,7
1175,4e6f8f9645dd49e0f1d61c0c,33.685211,-112.095127,Professional & Other Places,1,6
1176,4e6faab8b0fbacf2addcfc89,33.489994,-112.074578,Shop & Service,3,8
1177,4e72259645dd2c5c1a83e7c7,33.510668,-112.072919,Food,0,3
1178,4e737275fa76812398da8ead,33.436574,-111.994392,Shop & Service,0,8
1179,4e74c08eae60c32850ce2070,33.535257,-112.112035,Professional & Other Places,1,6
1180,4e7a5477b0fb19a5333dd23b,33.383962,-111.965125,Shop & Service,0,8
1181,4e7f9d419a52a0fcc38a3a26,33.378158,-111.968274,Travel & Transport,4,9
1182,4e7fa10fb8f76e28c2deef16,33.503444,-112.073675,Outdoors & Recreation,437,5
1183,4e803d31b8f72f128eb57b23,33.399028,-111.949341,Professional & Other Places,0,6
1184,4e824639f5b98f5bc47eee4e,33.565122,-112.073635,Professional & Other Places,0,6
1185,4e8266b56da143f6f623e528,33.393574,-111.964951,Outdoors & Recreation,8,5
1186,4e834c68d22dd6a659cc904e,33.487334,-112.070758,Professional & Other Places,59,6
1187,4e83d8dfb8f7b1a5009f96e5,33.470033,-112.065339,Food,0,3
1188,4e8709a19a52c2741de8f0ab,33.541088,-112.208596,Residence,7,7
1189,4e873ad002d5aab4cf6f7141,33.552389,-112.072878,Food,0,3
1190,4e889d7930f89e816b2d121c,33.493259,-112.123611,Professional & Other Places,13,6
1191,4e89ace693ad35ed6f3b846c,33.519802,-112.208596,Residence,0,7
1192,4e89be544901b86fc2a4ecd8,33.49503,-112.061302,Food,8,3
1193,4e8a0dc45c5c370ff4894f15,33.470165,-112.065333,Food,3,3
1194,4e8a197df5b922a5f6ac8f8e,33.48014,-112.264246,Travel & Transport,0,9
1195,4e8a490fdab4414a6b0172e1,33.661436,-112.077445,Residence,47,7
1196,4e8b3f9446906c10f82cc6d2,33.586547,-112.195663,Outdoors & Recreation,17,5
1197,4e8beac877c8b66013c4818f,33.512512,-112.064125,Nightlife Spot,33,4
1198,4e8c7f417ee63153eb9e3ed3,33.438412,-112.005535,Travel & Transport,48,9
1199,4e8c9722469079cdfaeaf234,33.514653,-112.065522,Residence,70,7
1200,4e8ce66a0039a2626550cc32,33.649074,-112.029752,Residence,0,7
1201,4e9105f0d3e3187fc3280877,33.513635,-112.184751,Residence,0,7
1202,4e91a17cd22dccc37f2f198f,33.495297,-111.979884,Drink,2,2
1203,4e91afd52c5b7295bc4f7ec6,33.551109,-112.066154,Outdoors & Recreation,0,5
1204,4e92808793adf0b000678e4c,33.523651,-112.091725,Food,0,3
1205,4e9726020039d6d5f4815180,33.437136,-112.147064,Shop & Service,73,8
1206,4e97a46882310543d21cd39a,33.474289,-112.012362,Shop & Service,0,8
1207,4e98e0220aaf0a73a19bc2ae,33.494911,-111.975785,Nightlife Spot,0,4
1208,4e9b22618b81c0254e9f8293,33.654219,-112.06673,Shop & Service,0,8
1209,4e9cf6dedab4aec571be681b,33.584731,-112.089368,Residence,7,7
1210,4e9e6f12b80311ce20899ba4,33.584731,-112.089368,Residence,26,7
1211,4ea19463b6347b99676a7adf,33.452906,-112.069635,Food,0,3
1212,4ea5c084dab47252715093e5,33.46204,-112.073786,Outdoors & Recreation,2,5
1213,4eaae2e41081603000397bd8,33.505868,-112.0734,Arts & Entertainment,0,0
1214,4eaae4fe108160300039c5ec,33.505886,-112.073443,Arts & Entertainment,0,0
1215,4eaf8df30aafcac7e5220b78,33.484915,-112.053599,Residence,13,7
1216,4eaff6db9911374b170ba2aa,33.581407,-112.119656,Shop & Service,4,8
1217,4eb1ae2fcc21adeaf82caffb,33.437055,-112.001833,Travel & Transport,23,9
1218,4eb1e681f5b944838824c95e,33.436953,-112.1516,Travel & Transport,100,9
1219,4eb3340993ad23656f34ff56,33.436824,-112.167929,Travel & Transport,8,9
1220,4eb87a29775b544c28976cad,33.45072,-112.065522,Residence,0,7
1221,4ebb282fb803cf8e0e7e8871,33.509035,-111.995103,Food,0,3
1222,4ec5b8840e6158bafc81a75d,33.640885,-112.120756,Outdoors & Recreation,10,5
1223,4ecd28ec775b0e780e02d89e,33.501475,-112.07438,Travel & Transport,168,9
1224,4ed298dc93ad987b4faccac2,33.565671,-112.077445,Residence,0,7
1225,4ed31509b634dd2994b4e86f,33.488331,-112.058748,Professional & Other Places,7,6
1226,4ed4007a7ee5be844f55f46c,33.508724,-112.04144,Food,2,3
1227,4ed40a55f5b9832ade62b8d4,33.571288,-112.18919,College & University,0,1
1228,4ed58ced722eff15bf6ec897,33.559477,-112.053599,Residence,0,7
1229,4ed67e1a61afeefb7cdc16ef,33.447736,-112.073233,Food,0,3
1230,4edacdbcb6344371f76bc359,33.436052,-111.998002,Travel & Transport,0,9
1231,4edd5b7c0aaf49e02d1c3a19,33.448111,-112.074234,Food,10,3
1232,4ee2674d9a521fcbefa20ab8,33.447364,-112.072621,Food,0,3
1233,4ee7a132f790ed4b5a0b8c38,33.465601,-112.082385,Food,0,3
1234,4ee8d90c77c83054d92c20ff,33.570172,-112.120163,Arts & Entertainment,1,0
1235,4ee9f0d9be7b7263da1be0d9,33.479935,-111.988343,Food,0,3
1236,4eeb50c4aa1f66e35afc071a,33.436444,-111.994008,Travel & Transport,0,9
1237,4eec833abe7b6d62ff63c395,33.44951,-112.073082,Travel & Transport,2,9
1238,4ef523c8c5123a724ed744e0,33.465583,-112.082245,Food,3,3
1239,4ef91820775b54cdb5e54762,33.447857,-112.073972,Shop & Service,0,8
1240,4efb457293ad7cf2edd2c1a0,33.402246,-111.965975,College & University,0,1
1241,4f01334d722e0f0773455193,33.463546,-112.003771,Arts & Entertainment,0,0
1242,4f04cb4e8b81bb1b01fe62c1,33.567573,-112.134286,Travel & Transport,3,9
1243,4f05391c77c8f87cd13e97b2,33.384063,-112.13706,Residence,0,7
1244,4f07605ee4b0ef60ec6d4b68,33.46534,-112.082388,Food,0,3
1245,4f0791cce4b071c574a07af9,33.495174,-111.989854,Nightlife Spot,0,4
1246,4f07ad40e4b0882d22570418,33.476014,-112.101291,Residence,0,7
1247,4f0bffb4e4b0baf8306c49d7,33.501437,-112.07413,Outdoors & Recreation,267,5
1248,4f0fa5b6e4b0044a216c838c,33.394415,-111.959792,Professional & Other Places,44,6
1249,4f133217e4b0f2c2132df757,33.487849,-112.082635,Food,1,3
1250,4f1470bae4b01eeff1294bac,33.445487,-111.97444,Professional & Other Places,0,6
1251,4f15a2f9e4b0678414f32031,33.402191,-111.965823,Drink,0,2
1252,4f15b6b8e4b045626b65d111,33.515247,-112.190552,Outdoors & Recreation,0,5
1253,4f1717e2e4b01eeff3d013cc,33.402233,-111.966015,Drink,0,2
1254,4f1a1155e4b035439fe22649,33.444304,-112.151833,Travel & Transport,99,9
1255,4f1c32aae4b0817d3d789327,33.531367,-112.013384,Drink,0,2
1256,4f1d5777e4b0c74ef3c39c56,33.50293,-112.202946,Residence,32,7
1257,4f1f4d0a7beb96d5dfcfac2c,33.378383,-111.985595,Residence,0,7
1258,4f205ad3e4b0fa52e51dc0aa,33.461578,-112.152129,Outdoors & Recreation,92,5
1259,4f217ac8e4b03871f9157ad2,33.394454,-111.963972,Arts & Entertainment,11,0
1260,4f23430fe4b05160ada59bbf,33.59773,-111.978562,Nightlife Spot,0,4
1261,4f2345b1e4b04f6e67fde77e,33.52082,-112.208996,Outdoors & Recreation,0,5
1262,4f2460f3e4b0c41c5293d102,33.47421,-112.06489,Drink,0,2
1263,4f27fbc6e4b01133cc225a29,33.421718,-112.220518,Residence,31,7
1264,4f283eace4b0600378b7ca9d,33.46556,-112.082006,Food,0,3
1265,4f29b962e4b018893929a6fc,33.494188,-112.003632,Nightlife Spot,0,4
1266,4f2cdbb0e4b03caf52386d8c,33.546603,-112.065522,Residence,17,7
1267,4f3022f9e4b007725d38acf4,33.581492,-112.119534,Shop & Service,0,8
1268,4f314b3ce4b010a3c0031649,33.641563,-112.080027,Shop & Service,4,8
1269,4f31c0a1e4b09c40b42e5492,33.529272,-112.101291,Residence,3,7
1270,4f342a26e4b0935810c13353,33.39432,-111.959693,Arts & Entertainment,54,0
1271,4f36aadde4b00d9f9592ecf7,33.384525,-112.077445,Residence,2,7
1272,4f36e1ede4b039c3c1e940cf,33.378364,-112.139846,Outdoors & Recreation,1,5
1273,4f36fb6ce4b0948a81a13608,33.661436,-112.077445,Residence,30,7
1274,4f394b2ce4b0cc4ce569a3ec,33.448078,-112.074252,Drink,41,2
1275,4f39d3c6e4b089d43b6da496,33.527529,-112.053599,Residence,0,7
1276,4f3bdf0fe4b022039c516978,33.568959,-112.07045,Professional & Other Places,8,6
1277,4f3d72bae4b0e602915e1c86,33.436931,-111.994375,Travel & Transport,0,9
1278,4f3e872fe4b03dd0244f9ba5,33.640704,-112.183036,Shop & Service,5,8
1279,4f400706e4b08b2472905ec8,33.532775,-112.047593,Outdoors & Recreation,1,5
1280,4f47c1d1e4b0cf7a0579ba93,33.570722,-112.188515,College & University,9,1
1281,4f49579de4b0e44506e20dab,33.467998,-111.946302,Outdoors & Recreation,0,5
1282,4f4abbc9e4b0a34d39f4f513,33.670478,-112.126852,Outdoors & Recreation,0,5
1283,4f528409e4b0c416047dd154,33.465709,-112.241024,Shop & Service,1,8
1284,4f530cede4b006151550fd41,33.421627,-112.025988,Professional & Other Places,3,6
1285,4f5333dbe4b07de37c68b68f,33.565239,-112.145958,Nightlife Spot,0,4
1286,4f544165e4b09f74b9a1d732,33.46488,-112.255263,Travel & Transport,113,9
1287,4f54e1c3e4b07c31b6162226,33.482119,-112.010478,Professional & Other Places,6,6
1288,4f55b7e1e4b0a93011031d18,33.605484,-112.148983,Residence,0,7
1289,4f58beb9e4b0a386de7139b3,33.385883,-111.960758,Travel & Transport,5,9
1290,4f58d2d2e4b027eb92518121,33.571255,-112.189656,College & University,0,1
1291,4f58f66fe4b0e48a88020313,33.613884,-112.160906,Residence,0,7
1292,4f5c311be4b0a4baa33b8281,33.608244,-112.077445,Residence,0,7
1293,4f5f8a57e4b0253adeeae11a,33.66422,-112.185295,College & University,0,1
1294,4f5ffa96e4b0f492ad03a355,33.491809,-112.078933,Professional & Other Places,2,6
1295,4f60295be4b066d8c4e00d7a,33.667051,-112.160906,Residence,0,7
1296,4f61f038e4b034b45f22d082,33.462226,-112.23348,Travel & Transport,60,9
1297,4f63dcb3e4b036e3e774c83a,33.566852,-112.184751,Residence,1,7
1298,4f642e55e4b036e3e7baaf0d,33.663666,-112.065522,Residence,0,7
1299,4f67d02d003938727b2aa48d,33.458835,-112.070568,Drink,0,2
1300,4f68b868e4b0c2cd00b64982,33.45444,-112.159091,Professional & Other Places,0,6
1301,4f6977f0e4b0401846346aed,33.584064,-111.971773,Nightlife Spot,0,4
1302,4f6b5eabe4b0bcd82682d10c,33.517197,-112.111679,Professional & Other Places,0,6
1303,4f6be87ae4b0600330e57ea1,33.684088,-112.086251,Professional & Other Places,1,6
1304,4f6fa37ee4b01d94feaf4d41,33.581751,-112.008576,Professional & Other Places,0,6
1305,4f73b443e4b0da86fc9bffbc,33.392934,-112.047017,Shop & Service,0,8
1306,4f740415e4b0c356cfe0a3ba,33.394474,-111.962929,Arts & Entertainment,2,0
1307,4f745ed6e4b0e7e859a200be,33.569093,-112.049194,Professional & Other Places,1,6
1308,4f747f01e4b0250b7157a3e8,33.442362,-112.095368,Professional & Other Places,0,6
1309,4f75c8b2e4b062e51d54e66c,33.480647,-112.033365,Shop & Service,0,8
1310,4f75dcebe4b0c0edd5e9b5e5,33.53851,-112.060011,Professional & Other Places,1,6
1311,4f77657be4b040208c2e92f4,33.50192,-112.028835,Residence,0,7
1312,4f77fbade4b06ff836b89b3c,33.570124,-112.053599,Residence,2,7
1313,4f7a8993e4b0b51585f824a3,33.574087,-112.089368,Residence,1,7
1314,4f7abb0ee4b02f1b2cb1a3a6,33.373178,-112.164263,Nightlife Spot,0,4
1315,4f7baef5e4b04f0337d694f7,33.449642,-112.082303,Shop & Service,0,8
1316,4f7bd36de4b0d1da88746078,33.496049,-112.077151,Professional & Other Places,0,6
1317,4f7c74eee4b02e0090b17aba,33.536206,-112.044898,Residence,1,7
1318,4f7de218e4b0f10f3d02f107,33.468926,-111.989333,Travel & Transport,0,9
1319,4f8158ace4b01e69d7cf7ecd,33.491577,-112.017829,Residence,0,7
1320,4f84e332e4b04578ff19b158,33.508821,-112.255077,Travel & Transport,51,9
1321,4f8cb5f1e4b03758900ae5c0,33.394441,-111.959844,Professional & Other Places,40,6
1322,4f8cd869e4b009dda36a0a9b,33.394299,-111.959553,Professional & Other Places,10,6
1323,4f8cf088e4b0e5ed77af2653,33.493879,-112.067601,Nightlife Spot,88,4
1324,4f8dc22be4b009dda439162b,33.639737,-112.093161,Shop & Service,0,8
1325,4f90eb6fe4b0ff5a511aa025,33.449853,-112.030698,Professional & Other Places,0,6
1326,4f921105e4b09d83508bd9b0,33.448462,-112.07197,Nightlife Spot,8,4
1327,4f950c6ae4b0ab5f0b228824,33.452234,-112.065408,Residence,9,7
1328,4f963d8ae4b0f12350e66134,33.566201,-112.100806,Professional & Other Places,25,6
1329,4f96bbe9e4b0266a4fba1957,33.611002,-112.117199,Outdoors & Recreation,6,5
1330,4f9714550cd63b57ec3e9cb9,33.534741,-112.266884,Shop & Service,0,8
1331,4f9bf72ee4b0873b671c0da4,33.377567,-112.16921,Professional & Other Places,0,6
1332,4f9e2a03e4b0e9595c537e63,33.481915,-112.010338,Arts & Entertainment,17,0
1333,4fa03f87e4b0f307264d1a52,33.666939,-112.085412,Professional & Other Places,0,6
1334,4fa6f899e4b094b947781e0b,33.557279,-112.292051,Residence,0,7
1335,4fa74b2be4b0d607ba6d16a6,33.491122,-112.077445,Residence,5,7
1336,4fa7fe32e4b00c58462650ca,33.497796,-112.147123,Professional & Other Places,4,6
1337,4fa976e3e4b01128c18f7ae1,33.466566,-112.208596,Residence,0,7
1338,4faac4fde4b0db927ca2c50c,33.393948,-111.959739,Professional & Other Places,9,6
1339,4fab311ae4b09eda9f03a457,33.489784,-111.970135,Residence,0,7
1340,4fb49ab0e4b0e0f14572f530,33.481963,-112.003277,Nightlife Spot,6,4
1341,4fb4b532e4b0e2e801301aec,33.481959,-112.010327,Nightlife Spot,6,4
1342,4fb6fe3ee4b07c52a64d83d6,33.412537,-111.963075,Shop & Service,0,8
1343,4fb75247e4b0762202969fcc,33.436331,-112.065729,Shop & Service,0,8
1344,4fb86a9be4b0bd07fdbad3c4,33.466079,-112.029708,Shop & Service,1,8
1345,4fb9afd1e4b05cad1ca6d4b1,33.603247,-112.160906,Residence,41,7
1346,4fba648de4b068706b7c7f36,33.480745,-111.991033,Professional & Other Places,0,6
1347,4fba8cdee4b09a2fd5272af3,33.404187,-111.977197,Professional & Other Places,0,6
1348,4fbb410fe4b039e2d71c6c4d,33.512265,-112.060322,Nightlife Spot,0,4
1349,4fbbbe56e4b0b3a994e22134,33.487823,-112.048088,Shop & Service,0,8
1350,4fbe76fbe4b0ad49c0c01f73,33.463522,-112.028608,Residence,0,7
1351,4fc13ffde4b014a2d69f3435,33.547243,-112.232441,Residence,0,7
1352,4fc33f12e4b021b6e07c2134,33.59037,-112.172828,Residence,39,7
1353,4fc38b32e4b074b879f0fb56,33.583138,-111.976565,Food,2,3
1354,4fcd5699e4b0b62703c85834,33.418004,-112.273397,Residence,0,7
1355,4fcdbf2ae4b0231f2c9f71ed,33.472479,-112.005905,Residence,0,7
1356,4fcea77ee4b0f54f28de8d29,33.641561,-112.080272,Professional & Other Places,1,6
1357,4fd1a9e0e4b012fef4d7b8bd,33.472479,-112.005905,Residence,0,7
1358,4fd37714e4b098b08254527e,33.394517,-111.962881,Arts & Entertainment,4,0
1359,4fd3eadee4b0784189d6d148,33.447977,-112.072604,Food,0,3
1360,4fd63511e4b0f961a8d9f982,33.506948,-112.013003,Professional & Other Places,0,6
1361,4fde123de4b05991751dbadf,33.521958,-112.041614,Outdoors & Recreation,0,5
1362,4fe08b7710810d13d983100b,33.596526,-112.196673,Residence,0,7
1363,4fe09d04e4b0ae1012f8d66f,33.636014,-111.974911,Nightlife Spot,0,4
1364,4fe79686e4b047eae9d3b669,33.490595,-112.043745,Travel & Transport,0,9
1365,4ff45a8de4b0211bc17cb152,33.511322,-112.013459,Food,0,3
1366,4ffb27aae4b01d0822068ebe,33.435435,-111.998019,Drink,35,2
1367,50070ec9e4b02732c1148f47,33.448439,-111.987784,Travel & Transport,0,9
1368,500835fbe4b09bc759eb1b21,33.5728,-112.092067,Residence,0,7
1369,5008a602e4b00e31373a4b86,33.4791,-112.073512,Food,2,3
1370,500db8d2e4b01eff325e2f55,33.440559,-112.169047,Professional & Other Places,0,6
